from_cinema,to_cinema,distance_km,duration_min_freeflow_osrm,coord_quality_note
国泰电影院,久事·上海商城剧院,2.92,4.0,"from:osm_exact;to:approx_from_address;OSRM free-flow driving, not live traffic"
国泰电影院,九棵树未来艺术中心,38.97,35.0,"from:osm_exact;to:approx_from_address;OSRM free-flow driving, not live traffic"
国泰电影院,佰映三克映画,3.53,4.5,"from:osm_exact;to:approx_from_address;OSRM free-flow driving, not live traffic"
国泰电影院,兰心大戏院,0.34,0.8,"from:osm_exact;to:osm_exact;OSRM free-flow driving, not live traffic"
国泰电影院,博悦汇影城(BFC外滩金融中心店),6.31,7.4,"from:osm_exact;to:approx_from_address;OSRM free-flow driving, not live traffic"
国泰电影院,和平影都,2.99,3.7,"from:osm_exact;to:osm_exact;OSRM free-flow driving, not live traffic"
国泰电影院,嘉定影剧院,30.75,26.6,"from:osm_exact;to:approx_from_address;OSRM free-flow driving, not live traffic"
国泰电影院,天山电影院-宛平剧院影城,6.24,8.0,"from:osm_exact;to:approx_from_address;OSRM free-flow driving, not live traffic"
国泰电影院,天山电影院-虹桥艺术中心旗舰店,7.16,7.4,"from:osm_exact;to:osm_exact;OSRM free-flow driving, not live traffic"
国泰电影院,寰映影城（大融城店）,8.88,10.0,"from:osm_exact;to:osm_exact;OSRM free-flow driving, not live traffic"
国泰电影院,星轶STARX影剧院（上海宝山日月光店）,11.75,12.5,"from:osm_exact;to:approx_from_address;OSRM free-flow driving, not live traffic"
国泰电影院,曹杨影城,8.96,10.3,"from:osm_exact;to:osm_exact;OSRM free-flow driving, not live traffic"
国泰电影院,朵云轩杜比全景声影城,6.68,8.8,"from:osm_exact;to:approx_from_address;OSRM free-flow driving, not live traffic"
国泰电影院,沪东工人文化宫东宫影剧院,10.51,12.5,"from:osm_exact;to:approx_from_address;OSRM free-flow driving, not live traffic"
国泰电影院,黄浦剧场,3.65,5.1,"from:osm_exact;to:osm_exact;OSRM free-flow driving, not live traffic"
天山电影院-宛平剧院影城,CGV影城（松江印象城杜比ULTRA 4DX店）,30.04,25.6,"from:approx_from_address;to:approx_from_address;OSRM free-flow driving, not live traffic"
天山电影院-宛平剧院影城,CGV影城（白玉兰广场IMAX店）,13.94,15.1,"from:approx_from_address;to:osm_nearby_mall;OSRM free-flow driving, not live traffic"
天山电影院-宛平剧院影城,CGV影城（青浦天空万科广场IMAX店）,21.01,19.2,"from:approx_from_address;to:osm_nearby_cinema;OSRM free-flow driving, not live traffic"
天山电影院-宛平剧院影城,CMG融媒影城,3.33,5.5,"from:approx_from_address;to:approx_from_address;OSRM free-flow driving, not live traffic"
天山电影院-宛平剧院影城,MOViE MOViE影城（前滩太古里店）,7.18,10.5,"from:approx_from_address;to:osm_exact;OSRM free-flow driving, not live traffic"
天山电影院-宛平剧院影城,SFC上影影城（丁香路LUXE店）,15.29,17.1,"from:approx_from_address;to:approx_from_address;OSRM free-flow driving, not live traffic"
天山电影院-宛平剧院影城,SFC上影影城（国华广场店）,19.25,19.8,"from:approx_from_address;to:approx_from_address;OSRM free-flow driving, not live traffic"
天山电影院-宛平剧院影城,SFC上影影城（港汇永华IMAX激光店）,3.02,4.5,"from:approx_from_address;to:osm_exact;OSRM free-flow driving, not live traffic"
天山电影院-宛平剧院影城,SFC上影百联影城（八佰伴IMAX店）,12.33,14.0,"from:approx_from_address;to:osm_exact;OSRM free-flow driving, not live traffic"
天山电影院-宛平剧院影城,SFC动漫主题影院（美罗城店）,2.91,4.8,"from:approx_from_address;to:osm_exact;OSRM free-flow driving, not live traffic"
天山电影院-宛平剧院影城,SFC永华电影荟（世纪汇店）,13.59,14.9,"from:approx_from_address;to:approx_from_address;OSRM free-flow driving, not live traffic"
天山电影院-宛平剧院影城,UME影城（上海新天地店）,6.35,8.6,"from:approx_from_address;to:osm_exact;OSRM free-flow driving, not live traffic"
天山电影院-宛平剧院影城,万达影城（五角场万达广场激光IMAX店）,18.67,18.5,"from:approx_from_address;to:osm_exact;OSRM free-flow driving, not live traffic"
天山电影院-宛平剧院影城,万达影城（崇明万达广场店）,100.78,90.8,"from:approx_from_address;to:approx_from_address;OSRM free-flow driving, not live traffic"
天山电影院-宛平剧院影城,万达影城（金山万达广场店）,63.66,49.8,"from:approx_from_address;to:approx_from_address;OSRM free-flow driving, not live traffic"
天山电影院-宛平剧院影城,上海大光明电影院,8.09,10.0,"from:approx_from_address;to:osm_exact;OSRM free-flow driving, not live traffic"
天山电影院-宛平剧院影城,上海市沪北电影院,11.84,12.9,"from:approx_from_address;to:approx_from_address;OSRM free-flow driving, not live traffic"
天山电影院-宛平剧院影城,上海影城SHO,4.02,5.5,"from:approx_from_address;to:approx_from_address;OSRM free-flow driving, not live traffic"
天山电影院-宛平剧院影城,上海百丽宫影城（万象城店）,9.12,11.2,"from:approx_from_address;to:approx_from_address;OSRM free-flow driving, not live traffic"
天山电影院-宛平剧院影城,上海百丽宫影城（环贸iapm店）,5.29,7.4,"from:approx_from_address;to:osm_exact;OSRM free-flow driving, not live traffic"
天山电影院-宛平剧院影城,上海百丽宫影城（长宁来福士店）,7.5,8.9,"from:approx_from_address;to:approx_from_address;OSRM free-flow driving, not live traffic"
天山电影院-宛平剧院影城,上海百丽宫影城（陆家嘴中心店）,12.31,13.9,"from:approx_from_address;to:osm_exact;OSRM free-flow driving, not live traffic"
天山电影院-宛平剧院影城,上海百美汇影城（静安嘉里中心店）,5.91,7.9,"from:approx_from_address;to:osm_exact;OSRM free-flow driving, not live traffic"
天山电影院-宛平剧院影城,上海科技影城,5.73,7.8,"from:approx_from_address;to:osm_exact;OSRM free-flow driving, not live traffic"
天山电影院-宛平剧院影城,上海美琪大戏院,6.7,8.8,"from:approx_from_address;to:osm_exact;OSRM free-flow driving, not live traffic"
天山电影院-宛平剧院影城,上海艺海剧院,7.37,9.5,"from:approx_from_address;to:osm_exact;OSRM free-flow driving, not live traffic"
天山电影院-宛平剧院影城,世纪友谊影城（LUXE南方商城店）,8.89,10.0,"from:approx_from_address;to:osm_nearby_cinema;OSRM free-flow driving, not live traffic"
天山电影院-宛平剧院影城,临港演艺中心,74.36,59.6,"from:approx_from_address;to:approx_from_address;OSRM free-flow driving, not live traffic"
天山电影院-宛平剧院影城,久事·上海商城剧院,5.7,7.8,"from:approx_from_address;to:approx_from_address;OSRM free-flow driving, not live traffic"
天山电影院-宛平剧院影城,九棵树未来艺术中心,36.15,33.1,"from:approx_from_address;to:approx_from_address;OSRM free-flow driving, not live traffic"
天山电影院-宛平剧院影城,佰映三克映画,7.75,10.0,"from:approx_from_address;to:approx_from_address;OSRM free-flow driving, not live traffic"
天山电影院-宛平剧院影城,兰心大戏院,5.7,8.1,"from:approx_from_address;to:osm_exact;OSRM free-flow driving, not live traffic"
天山电影院-宛平剧院影城,博悦汇影城(BFC外滩金融中心店),11.4,13.5,"from:approx_from_address;to:approx_from_address;OSRM free-flow driving, not live traffic"
天山电影院-宛平剧院影城,和平影都,8.08,9.7,"from:approx_from_address;to:osm_exact;OSRM free-flow driving, not live traffic"
天山电影院-宛平剧院影城,嘉定影剧院,35.5,29.9,"from:approx_from_address;to:approx_from_address;OSRM free-flow driving, not live traffic"
天山电影院-宛平剧院影城,国泰电影院,5.36,7.2,"from:approx_from_address;to:osm_exact;OSRM free-flow driving, not live traffic"
天山电影院-宛平剧院影城,天山电影院-虹桥艺术中心旗舰店,6.91,7.1,"from:approx_from_address;to:osm_exact;OSRM free-flow driving, not live traffic"
天山电影院-宛平剧院影城,寰映影城（大融城店）,15.64,14.2,"from:approx_from_address;to:osm_exact;OSRM free-flow driving, not live traffic"
天山电影院-宛平剧院影城,星轶STARX影剧院（上海宝山日月光店）,18.5,16.7,"from:approx_from_address;to:approx_from_address;OSRM free-flow driving, not live traffic"
天山电影院-宛平剧院影城,曹杨影城,10.1,9.8,"from:approx_from_address;to:osm_exact;OSRM free-flow driving, not live traffic"
天山电影院-宛平剧院影城,朵云轩杜比全景声影城,1.2,3.3,"from:approx_from_address;to:approx_from_address;OSRM free-flow driving, not live traffic"
天山电影院-宛平剧院影城,沪东工人文化宫东宫影剧院,18.74,18.2,"from:approx_from_address;to:approx_from_address;OSRM free-flow driving, not live traffic"
天山电影院-宛平剧院影城,黄浦剧场,9.1,10.8,"from:approx_from_address;to:osm_exact;OSRM free-flow driving, not live traffic"
天山电影院-虹桥艺术中心旗舰店,CGV影城（松江印象城杜比ULTRA 4DX店）,28.34,27.9,"from:osm_exact;to:approx_from_address;OSRM free-flow driving, not live traffic"
天山电影院-虹桥艺术中心旗舰店,CGV影城（白玉兰广场IMAX店）,12.78,13.6,"from:osm_exact;to:osm_nearby_mall;OSRM free-flow driving, not live traffic"
天山电影院-虹桥艺术中心旗舰店,CGV影城（青浦天空万科广场IMAX店）,14.19,12.8,"from:osm_exact;to:osm_nearby_cinema;OSRM free-flow driving, not live traffic"
天山电影院-虹桥艺术中心旗舰店,CMG融媒影城,9.51,11.9,"from:osm_exact;to:approx_from_address;OSRM free-flow driving, not live traffic"
天山电影院-虹桥艺术中心旗舰店,MOViE MOViE影城（前滩太古里店）,16.33,15.2,"from:osm_exact;to:osm_exact;OSRM free-flow driving, not live traffic"
天山电影院-虹桥艺术中心旗舰店,SFC上影影城（丁香路LUXE店）,16.86,17.2,"from:osm_exact;to:approx_from_address;OSRM free-flow driving, not live traffic"
天山电影院-虹桥艺术中心旗舰店,SFC上影影城（国华广场店）,17.79,16.5,"from:osm_exact;to:approx_from_address;OSRM free-flow driving, not live traffic"
天山电影院-虹桥艺术中心旗舰店,SFC上影影城（港汇永华IMAX激光店）,6.12,6.8,"from:osm_exact;to:osm_exact;OSRM free-flow driving, not live traffic"
天山电影院-虹桥艺术中心旗舰店,SFC上影百联影城（八佰伴IMAX店）,13.12,13.2,"from:osm_exact;to:osm_exact;OSRM free-flow driving, not live traffic"
天山电影院-虹桥艺术中心旗舰店,SFC动漫主题影院（美罗城店）,5.98,7.8,"from:osm_exact;to:osm_exact;OSRM free-flow driving, not live traffic"
天山电影院-虹桥艺术中心旗舰店,SFC永华电影荟（世纪汇店）,14.39,14.1,"from:osm_exact;to:approx_from_address;OSRM free-flow driving, not live traffic"
天山电影院-虹桥艺术中心旗舰店,UME影城（上海新天地店）,8.29,9.3,"from:osm_exact;to:osm_exact;OSRM free-flow driving, not live traffic"
天山电影院-虹桥艺术中心旗舰店,万达影城（五角场万达广场激光IMAX店）,17.21,15.2,"from:osm_exact;to:osm_exact;OSRM free-flow driving, not live traffic"
天山电影院-虹桥艺术中心旗舰店,万达影城（崇明万达广场店）,100.63,88.2,"from:osm_exact;to:approx_from_address;OSRM free-flow driving, not live traffic"
天山电影院-虹桥艺术中心旗舰店,万达影城（金山万达广场店）,67.85,51.6,"from:osm_exact;to:approx_from_address;OSRM free-flow driving, not live traffic"
天山电影院-虹桥艺术中心旗舰店,上海大光明电影院,8.79,9.6,"from:osm_exact;to:osm_exact;OSRM free-flow driving, not live traffic"
天山电影院-虹桥艺术中心旗舰店,上海市沪北电影院,10.06,9.9,"from:osm_exact;to:approx_from_address;OSRM free-flow driving, not live traffic"
天山电影院-虹桥艺术中心旗舰店,上海影城SHO,5.22,6.1,"from:osm_exact;to:approx_from_address;OSRM free-flow driving, not live traffic"
天山电影院-虹桥艺术中心旗舰店,上海百丽宫影城（万象城店）,6.47,8.1,"from:osm_exact;to:approx_from_address;OSRM free-flow driving, not live traffic"
天山电影院-虹桥艺术中心旗舰店,上海百丽宫影城（环贸iapm店）,7.18,8.5,"from:osm_exact;to:osm_exact;OSRM free-flow driving, not live traffic"
天山电影院-虹桥艺术中心旗舰店,上海百丽宫影城（长宁来福士店）,2.25,4.1,"from:osm_exact;to:approx_from_address;OSRM free-flow driving, not live traffic"
天山电影院-虹桥艺术中心旗舰店,上海百丽宫影城（陆家嘴中心店）,13.1,13.1,"from:osm_exact;to:osm_exact;OSRM free-flow driving, not live traffic"
天山电影院-虹桥艺术中心旗舰店,上海百美汇影城（静安嘉里中心店）,5.74,6.9,"from:osm_exact;to:osm_exact;OSRM free-flow driving, not live traffic"
天山电影院-虹桥艺术中心旗舰店,上海科技影城,8.01,9.4,"from:osm_exact;to:osm_exact;OSRM free-flow driving, not live traffic"
天山电影院-虹桥艺术中心旗舰店,上海美琪大戏院,6.53,7.8,"from:osm_exact;to:osm_exact;OSRM free-flow driving, not live traffic"
天山电影院-虹桥艺术中心旗舰店,上海艺海剧院,7.33,7.9,"from:osm_exact;to:osm_exact;OSRM free-flow driving, not live traffic"
天山电影院-虹桥艺术中心旗舰店,世纪友谊影城（LUXE南方商城店）,12.12,13.2,"from:osm_exact;to:osm_nearby_cinema;OSRM free-flow driving, not live traffic"
天山电影院-虹桥艺术中心旗舰店,临港演艺中心,81.41,64.1,"from:osm_exact;to:approx_from_address;OSRM free-flow driving, not live traffic"
天山电影院-虹桥艺术中心旗舰店,久事·上海商城剧院,5.54,6.7,"from:osm_exact;to:approx_from_address;OSRM free-flow driving, not live traffic"
天山电影院-虹桥艺术中心旗舰店,九棵树未来艺术中心,37.18,34.1,"from:osm_exact;to:approx_from_address;OSRM free-flow driving, not live traffic"
天山电影院-虹桥艺术中心旗舰店,佰映三克映画,6.93,7.6,"from:osm_exact;to:approx_from_address;OSRM free-flow driving, not live traffic"
天山电影院-虹桥艺术中心旗舰店,兰心大戏院,6.86,8.2,"from:osm_exact;to:osm_exact;OSRM free-flow driving, not live traffic"
天山电影院-虹桥艺术中心旗舰店,博悦汇影城(BFC外滩金融中心店),12.19,12.6,"from:osm_exact;to:approx_from_address;OSRM free-flow driving, not live traffic"
天山电影院-虹桥艺术中心旗舰店,和平影都,8.87,8.9,"from:osm_exact;to:osm_exact;OSRM free-flow driving, not live traffic"
天山电影院-虹桥艺术中心旗舰店,嘉定影剧院,28.24,24.8,"from:osm_exact;to:approx_from_address;OSRM free-flow driving, not live traffic"
天山电影院-虹桥艺术中心旗舰店,国泰电影院,7.25,8.5,"from:osm_exact;to:osm_exact;OSRM free-flow driving, not live traffic"
天山电影院-虹桥艺术中心旗舰店,天山电影院-宛平剧院影城,7.51,9.2,"from:osm_exact;to:approx_from_address;OSRM free-flow driving, not live traffic"
天山电影院-虹桥艺术中心旗舰店,寰映影城（大融城店）,10.21,10.4,"from:osm_exact;to:osm_exact;OSRM free-flow driving, not live traffic"
天山电影院-虹桥艺术中心旗舰店,星轶STARX影剧院（上海宝山日月光店）,13.08,12.9,"from:osm_exact;to:approx_from_address;OSRM free-flow driving, not live traffic"
天山电影院-虹桥艺术中心旗舰店,曹杨影城,4.36,5.8,"from:osm_exact;to:osm_exact;OSRM free-flow driving, not live traffic"
天山电影院-虹桥艺术中心旗舰店,朵云轩杜比全景声影城,7.14,8.5,"from:osm_exact;to:approx_from_address;OSRM free-flow driving, not live traffic"
天山电影院-虹桥艺术中心旗舰店,沪东工人文化宫东宫影剧院,17.58,16.7,"from:osm_exact;to:approx_from_address;OSRM free-flow driving, not live traffic"
天山电影院-虹桥艺术中心旗舰店,黄浦剧场,9.93,10.7,"from:osm_exact;to:osm_exact;OSRM free-flow driving, not live traffic"
寰映影城（大融城店）,CGV影城（松江印象城杜比ULTRA 4DX店）,43.06,34.0,"from:osm_exact;to:approx_from_address;OSRM free-flow driving, not live traffic"
寰映影城（大融城店）,CGV影城（白玉兰广场IMAX店）,11.13,11.9,"from:osm_exact;to:osm_nearby_mall;OSRM free-flow driving, not live traffic"
寰映影城（大融城店）,CGV影城（青浦天空万科广场IMAX店）,21.24,17.7,"from:osm_exact;to:osm_nearby_cinema;OSRM free-flow driving, not live traffic"
寰映影城（大融城店）,CMG融媒影城,17.05,16.9,"from:osm_exact;to:approx_from_address;OSRM free-flow driving, not live traffic"
寰映影城（大融城店）,MOViE MOViE影城（前滩太古里店）,18.21,15.7,"from:osm_exact;to:osm_exact;OSRM free-flow driving, not live traffic"
寰映影城（大融城店）,SFC上影影城（丁香路LUXE店）,18.71,18.9,"from:osm_exact;to:approx_from_address;OSRM free-flow driving, not live traffic"
寰映影城（大融城店）,SFC上影影城（国华广场店）,11.52,11.6,"from:osm_exact;to:approx_from_address;OSRM free-flow driving, not live traffic"
寰映影城（大融城店）,SFC上影影城（港汇永华IMAX激光店）,11.46,12.1,"from:osm_exact;to:osm_exact;OSRM free-flow driving, not live traffic"
寰映影城（大融城店）,SFC上影百联影城（八佰伴IMAX店）,14.98,14.9,"from:osm_exact;to:osm_exact;OSRM free-flow driving, not live traffic"
寰映影城（大融城店）,SFC动漫主题影院（美罗城店）,11.87,13.7,"from:osm_exact;to:osm_exact;OSRM free-flow driving, not live traffic"
寰映影城（大融城店）,SFC永华电影荟（世纪汇店）,16.24,15.8,"from:osm_exact;to:approx_from_address;OSRM free-flow driving, not live traffic"
寰映影城（大融城店）,UME影城（上海新天地店）,10.14,10.7,"from:osm_exact;to:osm_exact;OSRM free-flow driving, not live traffic"
寰映影城（大融城店）,万达影城（五角场万达广场激光IMAX店）,10.94,10.4,"from:osm_exact;to:osm_exact;OSRM free-flow driving, not live traffic"
寰映影城（大融城店）,万达影城（崇明万达广场店）,94.36,83.4,"from:osm_exact;to:approx_from_address;OSRM free-flow driving, not live traffic"
寰映影城（大融城店）,万达影城（金山万达广场店）,76.68,58.2,"from:osm_exact;to:approx_from_address;OSRM free-flow driving, not live traffic"
寰映影城（大融城店）,上海大光明电影院,8.52,9.4,"from:osm_exact;to:osm_exact;OSRM free-flow driving, not live traffic"
寰映影城（大融城店）,上海市沪北电影院,5.0,6.2,"from:osm_exact;to:approx_from_address;OSRM free-flow driving, not live traffic"
寰映影城（大融城店）,上海影城SHO,10.56,11.4,"from:osm_exact;to:approx_from_address;OSRM free-flow driving, not live traffic"
寰映影城（大融城店）,上海百丽宫影城（万象城店）,16.4,15.5,"from:osm_exact;to:approx_from_address;OSRM free-flow driving, not live traffic"
寰映影城（大融城店）,上海百丽宫影城（环贸iapm店）,9.14,10.7,"from:osm_exact;to:osm_exact;OSRM free-flow driving, not live traffic"
寰映影城（大融城店）,上海百丽宫影城（长宁来福士店）,9.43,11.0,"from:osm_exact;to:approx_from_address;OSRM free-flow driving, not live traffic"
寰映影城（大融城店）,上海百丽宫影城（陆家嘴中心店）,14.95,14.7,"from:osm_exact;to:osm_exact;OSRM free-flow driving, not live traffic"
寰映影城（大融城店）,上海百美汇影城（静安嘉里中心店）,7.85,8.8,"from:osm_exact;to:osm_exact;OSRM free-flow driving, not live traffic"
寰映影城（大融城店）,上海科技影城,10.32,10.8,"from:osm_exact;to:osm_exact;OSRM free-flow driving, not live traffic"
寰映影城（大融城店）,上海美琪大戏院,7.43,8.2,"from:osm_exact;to:osm_exact;OSRM free-flow driving, not live traffic"
寰映影城（大融城店）,上海艺海剧院,6.67,7.3,"from:osm_exact;to:osm_exact;OSRM free-flow driving, not live traffic"
寰映影城（大融城店）,世纪友谊影城（LUXE南方商城店）,21.9,18.5,"from:osm_exact;to:osm_nearby_cinema;OSRM free-flow driving, not live traffic"
寰映影城（大融城店）,临港演艺中心,81.81,64.2,"from:osm_exact;to:approx_from_address;OSRM free-flow driving, not live traffic"
寰映影城（大融城店）,久事·上海商城剧院,7.44,8.1,"from:osm_exact;to:approx_from_address;OSRM free-flow driving, not live traffic"
寰映影城（大融城店）,九棵树未来艺术中心,46.97,39.4,"from:osm_exact;to:approx_from_address;OSRM free-flow driving, not live traffic"
寰映影城（大融城店）,佰映三克映画,6.37,7.0,"from:osm_exact;to:approx_from_address;OSRM free-flow driving, not live traffic"
寰映影城（大融城店）,兰心大戏院,8.82,10.4,"from:osm_exact;to:osm_exact;OSRM free-flow driving, not live traffic"
寰映影城（大融城店）,博悦汇影城(BFC外滩金融中心店),14.05,14.3,"from:osm_exact;to:approx_from_address;OSRM free-flow driving, not live traffic"
寰映影城（大融城店）,和平影都,8.84,9.7,"from:osm_exact;to:osm_exact;OSRM free-flow driving, not live traffic"
寰映影城（大融城店）,嘉定影剧院,22.37,17.6,"from:osm_exact;to:approx_from_address;OSRM free-flow driving, not live traffic"
寰映影城（大融城店）,国泰电影院,10.62,10.7,"from:osm_exact;to:osm_exact;OSRM free-flow driving, not live traffic"
寰映影城（大融城店）,天山电影院-宛平剧院影城,15.91,14.7,"from:osm_exact;to:approx_from_address;OSRM free-flow driving, not live traffic"
寰映影城（大融城店）,天山电影院-虹桥艺术中心旗舰店,9.87,10.6,"from:osm_exact;to:osm_exact;OSRM free-flow driving, not live traffic"
寰映影城（大融城店）,星轶STARX影剧院（上海宝山日月光店）,3.37,3.5,"from:osm_exact;to:approx_from_address;OSRM free-flow driving, not live traffic"
寰映影城（大融城店）,曹杨影城,7.65,8.6,"from:osm_exact;to:osm_exact;OSRM free-flow driving, not live traffic"
寰映影城（大融城店）,朵云轩杜比全景声影城,16.82,15.5,"from:osm_exact;to:approx_from_address;OSRM free-flow driving, not live traffic"
寰映影城（大融城店）,沪东工人文化宫东宫影剧院,13.31,14.6,"from:osm_exact;to:approx_from_address;OSRM free-flow driving, not live traffic"
寰映影城（大融城店）,黄浦剧场,8.33,9.5,"from:osm_exact;to:osm_exact;OSRM free-flow driving, not live traffic"
星轶STARX影剧院（上海宝山日月光店）,CGV影城（松江印象城杜比ULTRA 4DX店）,44.18,34.9,"from:approx_from_address;to:approx_from_address;OSRM free-flow driving, not live traffic"
星轶STARX影剧院（上海宝山日月光店）,CGV影城（白玉兰广场IMAX店）,14.97,14.3,"from:approx_from_address;to:osm_nearby_mall;OSRM free-flow driving, not live traffic"
星轶STARX影剧院（上海宝山日月光店）,CGV影城（青浦天空万科广场IMAX店）,22.36,18.5,"from:approx_from_address;to:osm_nearby_cinema;OSRM free-flow driving, not live traffic"
星轶STARX影剧院（上海宝山日月光店）,CMG融媒影城,20.25,18.9,"from:approx_from_address;to:approx_from_address;OSRM free-flow driving, not live traffic"
星轶STARX影剧院（上海宝山日月光店）,MOViE MOViE影城（前滩太古里店）,21.41,17.6,"from:approx_from_address;to:osm_exact;OSRM free-flow driving, not live traffic"
星轶STARX影剧院（上海宝山日月光店）,SFC上影影城（丁香路LUXE店）,21.91,20.8,"from:approx_from_address;to:approx_from_address;OSRM free-flow driving, not live traffic"
星轶STARX影剧院（上海宝山日月光店）,SFC上影影城（国华广场店）,9.36,10.2,"from:approx_from_address;to:approx_from_address;OSRM free-flow driving, not live traffic"
星轶STARX影剧院（上海宝山日月光店）,SFC上影影城（港汇永华IMAX激光店）,14.46,14.7,"from:approx_from_address;to:osm_exact;OSRM free-flow driving, not live traffic"
星轶STARX影剧院（上海宝山日月光店）,SFC上影百联影城（八佰伴IMAX店）,18.18,16.8,"from:approx_from_address;to:osm_exact;OSRM free-flow driving, not live traffic"
星轶STARX影剧院（上海宝山日月光店）,SFC动漫主题影院（美罗城店）,14.87,16.3,"from:approx_from_address;to:osm_exact;OSRM free-flow driving, not live traffic"
星轶STARX影剧院（上海宝山日月光店）,SFC永华电影荟（世纪汇店）,19.44,17.7,"from:approx_from_address;to:approx_from_address;OSRM free-flow driving, not live traffic"
星轶STARX影剧院（上海宝山日月光店）,UME影城（上海新天地店）,13.35,12.6,"from:approx_from_address;to:osm_exact;OSRM free-flow driving, not live traffic"
星轶STARX影剧院（上海宝山日月光店）,万达影城（五角场万达广场激光IMAX店）,10.27,10.9,"from:approx_from_address;to:osm_exact;OSRM free-flow driving, not live traffic"
星轶STARX影剧院（上海宝山日月光店）,万达影城（崇明万达广场店）,95.95,84.4,"from:approx_from_address;to:approx_from_address;OSRM free-flow driving, not live traffic"
星轶STARX影剧院（上海宝山日月光店）,万达影城（金山万达广场店）,77.81,59.1,"from:approx_from_address;to:approx_from_address;OSRM free-flow driving, not live traffic"
星轶STARX影剧院（上海宝山日月光店）,上海大光明电影院,12.3,11.5,"from:approx_from_address;to:osm_exact;OSRM free-flow driving, not live traffic"
星轶STARX影剧院（上海宝山日月光店）,上海市沪北电影院,8.0,8.5,"from:approx_from_address;to:approx_from_address;OSRM free-flow driving, not live traffic"
星轶STARX影剧院（上海宝山日月光店）,上海影城SHO,13.56,14.0,"from:approx_from_address;to:approx_from_address;OSRM free-flow driving, not live traffic"
星轶STARX影剧院（上海宝山日月光店）,上海百丽宫影城（万象城店）,17.53,16.3,"from:approx_from_address;to:approx_from_address;OSRM free-flow driving, not live traffic"
星轶STARX影剧院（上海宝山日月光店）,上海百丽宫影城（环贸iapm店）,12.13,13.3,"from:approx_from_address;to:osm_exact;OSRM free-flow driving, not live traffic"
星轶STARX影剧院（上海宝山日月光店）,上海百丽宫影城（长宁来福士店）,12.42,13.6,"from:approx_from_address;to:approx_from_address;OSRM free-flow driving, not live traffic"
星轶STARX影剧院（上海宝山日月光店）,上海百丽宫影城（陆家嘴中心店）,18.15,16.7,"from:approx_from_address;to:osm_exact;OSRM free-flow driving, not live traffic"
星轶STARX影剧院（上海宝山日月光店）,上海百美汇影城（静安嘉里中心店）,10.85,11.4,"from:approx_from_address;to:osm_exact;OSRM free-flow driving, not live traffic"
星轶STARX影剧院（上海宝山日月光店）,上海科技影城,13.53,12.7,"from:approx_from_address;to:osm_exact;OSRM free-flow driving, not live traffic"
星轶STARX影剧院（上海宝山日月光店）,上海美琪大戏院,10.42,10.9,"from:approx_from_address;to:osm_exact;OSRM free-flow driving, not live traffic"
星轶STARX影剧院（上海宝山日月光店）,上海艺海剧院,9.66,9.9,"from:approx_from_address;to:osm_exact;OSRM free-flow driving, not live traffic"
星轶STARX影剧院（上海宝山日月光店）,世纪友谊影城（LUXE南方商城店）,23.03,19.3,"from:approx_from_address;to:osm_nearby_cinema;OSRM free-flow driving, not live traffic"
星轶STARX影剧院（上海宝山日月光店）,临港演艺中心,81.26,65.5,"from:approx_from_address;to:approx_from_address;OSRM free-flow driving, not live traffic"
星轶STARX影剧院（上海宝山日月光店）,久事·上海商城剧院,10.44,10.7,"from:approx_from_address;to:approx_from_address;OSRM free-flow driving, not live traffic"
星轶STARX影剧院（上海宝山日月光店）,九棵树未来艺术中心,48.09,40.2,"from:approx_from_address;to:approx_from_address;OSRM free-flow driving, not live traffic"
星轶STARX影剧院（上海宝山日月光店）,佰映三克映画,9.37,9.6,"from:approx_from_address;to:approx_from_address;OSRM free-flow driving, not live traffic"
星轶STARX影剧院（上海宝山日月光店）,兰心大戏院,13.34,12.4,"from:approx_from_address;to:osm_exact;OSRM free-flow driving, not live traffic"
星轶STARX影剧院（上海宝山日月光店）,博悦汇影城(BFC外滩金融中心店),17.25,16.2,"from:approx_from_address;to:approx_from_address;OSRM free-flow driving, not live traffic"
星轶STARX影剧院（上海宝山日月光店）,和平影都,12.65,11.9,"from:approx_from_address;to:osm_exact;OSRM free-flow driving, not live traffic"
星轶STARX影剧院（上海宝山日月光店）,嘉定影剧院,23.5,18.5,"from:approx_from_address;to:approx_from_address;OSRM free-flow driving, not live traffic"
星轶STARX影剧院（上海宝山日月光店）,国泰电影院,13.83,12.6,"from:approx_from_address;to:osm_exact;OSRM free-flow driving, not live traffic"
星轶STARX影剧院（上海宝山日月光店）,天山电影院-宛平剧院影城,19.11,16.6,"from:approx_from_address;to:approx_from_address;OSRM free-flow driving, not live traffic"
星轶STARX影剧院（上海宝山日月光店）,天山电影院-虹桥艺术中心旗舰店,12.86,13.2,"from:approx_from_address;to:osm_exact;OSRM free-flow driving, not live traffic"
星轶STARX影剧院（上海宝山日月光店）,寰映影城（大融城店）,3.53,3.7,"from:approx_from_address;to:osm_exact;OSRM free-flow driving, not live traffic"
星轶STARX影剧院（上海宝山日月光店）,曹杨影城,9.3,11.0,"from:approx_from_address;to:osm_exact;OSRM free-flow driving, not live traffic"
星轶STARX影剧院（上海宝山日月光店）,朵云轩杜比全景声影城,20.02,17.4,"from:approx_from_address;to:approx_from_address;OSRM free-flow driving, not live traffic"
